,Weekend,Season,Weather,RoadCond,PoliceActivity,NoJourneys,Country,AvgSpeed,DangerLvl,NoAccidents,NoFatalities
4641,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
4642,holiday,,bad,bad,regular,medium,US,low,low,medium,high
4643,working,winter,bad,,regular,low,UK,high,low,medium,medium
4644,working,fall,good,good,regular,medium,US,high,low,medium,medium
4645,working,spring,,bad,regular,medium,Europe,low,,medium,medium
4646,working,summer,bad,bad,regular,,Europe,low,low,medium,medium
4647,holiday,summer,good,,regular,medium,US,high,low,medium,high
4648,working,summer,good,good,regular,medium,US,,low,low,medium
4649,weekend,winter,bad,good,regular,low,UK,high,low,,low
4650,working,fall,good,good,regular,medium,US,low,low,low,medium
4651,weekend,fall,good,bad,regular,medium,US,high,low,low,medium
4652,working,winter,bad,bad,regular,low,US,high,low,high,low
4653,weekend,summer,good,good,regular,medium,Europe,low,low,medium,low
4654,working,summer,good,good,increased,medium,US,low,,high,high
4655,weekend,summer,,good,regular,medium,US,low,low,medium,medium
4656,working,winter,bad,bad,regular,low,,low,low,low,low
4657,working,winter,bad,bad,regular,low,Europe,high,low,medium,low
4658,working,spring,bad,good,regular,low,US,high,low,low,low
4659,working,summer,good,good,regular,medium,US,,low,low,low
4660,working,summer,good,good,regular,low,US,low,low,low,medium
4661,weekend,fall,bad,bad,regular,,US,,low,low,medium
4662,working,winter,good,bad,regular,medium,UK,,low,high,high
4663,working,spring,good,bad,,,UK,low,low,low,low
4664,working,spring,good,good,regular,medium,US,high,low,low,medium
4665,weekend,fall,bad,bad,regular,medium,US,low,low,high,high
4666,working,spring,good,good,regular,medium,US,,low,medium,high
4667,working,summer,bad,bad,regular,medium,UK,low,low,low,low
4668,working,spring,bad,bad,regular,medium,UK,low,,low,medium
4669,weekend,summer,good,good,regular,medium,,low,low,high,low
4670,working,fall,good,bad,regular,medium,US,low,low,low,low
4671,working,spring,bad,bad,regular,medium,US,low,low,low,low
4672,weekend,,good,good,regular,medium,US,high,low,high,
4673,working,summer,good,good,,medium,Europe,low,low,medium,low
4674,weekend,spring,good,good,regular,low,Europe,high,low,low,low
4675,weekend,summer,good,good,regular,low,Europe,low,low,medium,medium
4676,holiday,fall,good,good,regular,medium,Europe,high,low,low,low
4677,weekend,fall,good,good,,medium,Europe,high,low,low,medium
4678,weekend,spring,good,,regular,medium,Europe,low,low,medium,high
4679,working,spring,bad,bad,increased,medium,Europe,,low,medium,high
4680,working,summer,good,good,regular,low,US,high,low,medium,low
4681,weekend,winter,bad,bad,regular,medium,Europe,low,low,high,high
4682,working,summer,good,good,,medium,Europe,low,low,medium,
4683,weekend,,good,good,regular,medium,US,low,low,,medium
4684,working,spring,bad,bad,regular,medium,Europe,high,high,high,low
4685,weekend,summer,good,good,regular,medium,US,high,low,medium,low
4686,weekend,fall,good,good,regular,medium,Europe,high,,high,high
4687,,fall,good,good,regular,low,UK,high,low,high,medium
4688,weekend,fall,good,good,regular,medium,US,high,low,,medium
4689,working,spring,,bad,regular,medium,US,low,low,low,low
4690,weekend,winter,bad,bad,regular,low,Europe,high,high,medium,
4691,working,spring,good,good,regular,medium,UK,low,low,high,medium
4692,working,summer,bad,bad,regular,medium,Europe,low,high,high,high
4693,,winter,good,good,regular,medium,US,high,low,high,medium
4694,,fall,good,bad,regular,medium,Europe,high,high,high,high
4695,working,spring,bad,good,,,US,high,low,low,medium
4696,,summer,bad,good,regular,medium,US,low,low,high,high
4697,weekend,summer,,good,regular,medium,US,high,low,low,medium
4698,working,summer,good,good,regular,medium,,low,low,medium,high
4699,holiday,,bad,bad,regular,low,US,high,low,medium,high
4700,weekend,,good,good,regular,medium,US,high,low,low,low
4701,working,fall,good,bad,regular,medium,Europe,low,low,low,low
4702,working,spring,bad,bad,regular,medium,Europe,low,low,low,low
4703,holiday,summer,good,bad,regular,medium,Europe,low,high,low,high
4704,weekend,winter,bad,bad,regular,low,UK,low,low,medium,medium
4705,weekend,winter,bad,bad,regular,medium,Europe,low,low,medium,medium
4706,weekend,summer,good,good,regular,medium,US,high,low,medium,low
4707,working,spring,good,good,regular,low,Europe,high,high,low,low
4708,weekend,summer,bad,bad,regular,low,US,low,low,low,medium
4709,working,summer,good,bad,regular,medium,Europe,low,low,low,low
4710,working,fall,,bad,regular,medium,UK,low,low,high,high
4711,working,winter,bad,bad,regular,low,UK,high,low,low,medium
4712,working,winter,bad,bad,regular,low,,low,low,low,low
4713,working,winter,bad,good,regular,medium,US,low,low,low,low
4714,holiday,summer,good,good,regular,medium,US,high,high,high,high
4715,weekend,fall,good,good,regular,medium,US,high,low,low,medium
4716,working,winter,good,,regular,,US,high,low,low,low
4717,working,fall,good,good,regular,medium,Europe,high,low,medium,high
4718,working,spring,good,good,regular,medium,Europe,,low,low,low
4719,working,spring,bad,bad,regular,medium,UK,low,low,low,low
4720,weekend,spring,good,,regular,medium,,high,low,medium,high
4721,weekend,summer,bad,,regular,medium,UK,low,low,,low
4722,working,fall,bad,bad,regular,medium,Europe,low,low,medium,low
4723,working,spring,good,good,regular,,UK,low,low,low,low
4724,working,fall,bad,bad,increased,medium,Europe,low,low,medium,low
4725,working,spring,bad,bad,regular,low,US,low,low,low,low
4726,working,fall,good,good,regular,medium,US,high,low,low,medium
4727,working,winter,bad,bad,regular,low,UK,low,low,low,low
4728,working,,good,good,regular,medium,UK,low,low,low,low
4729,working,winter,bad,bad,regular,medium,UK,low,low,low,low
4730,working,winter,good,bad,regular,low,Europe,high,low,high,medium
4731,working,winter,bad,bad,regular,low,Europe,,low,low,low
4732,weekend,summer,good,good,regular,medium,UK,low,low,medium,low
4733,working,spring,good,good,regular,medium,US,high,low,medium,
4734,working,winter,good,good,regular,medium,UK,high,low,low,medium
4735,working,spring,good,good,regular,medium,Europe,low,low,low,low
4736,working,spring,bad,bad,,low,Europe,low,low,low,low
4737,weekend,spring,good,good,regular,low,US,high,low,low,low
4738,weekend,fall,good,good,regular,medium,Europe,high,low,low,low
4739,weekend,fall,bad,bad,regular,medium,UK,low,high,high,high
4740,working,fall,good,good,regular,medium,UK,high,low,medium,high
4741,working,summer,good,good,regular,medium,Europe,high,low,medium,high
4742,working,summer,good,good,regular,medium,US,low,low,low,low
4743,weekend,fall,good,good,regular,low,UK,low,,low,medium
4744,working,spring,good,good,increased,medium,Europe,low,low,medium,low
4745,working,fall,good,good,regular,medium,US,high,low,medium,medium
4746,working,winter,good,good,regular,medium,Europe,high,low,low,low
4747,weekend,summer,good,good,regular,medium,Europe,high,low,medium,low
4748,weekend,fall,good,bad,regular,medium,Europe,low,low,high,low
4749,working,summer,good,good,increased,medium,UK,low,low,high,
4750,weekend,winter,good,bad,regular,medium,US,low,low,medium,low
4751,working,winter,bad,bad,increased,medium,,high,low,,high
4752,working,fall,good,good,regular,medium,US,high,low,medium,medium
4753,working,spring,bad,,regular,medium,UK,low,low,low,low
4754,weekend,fall,bad,bad,regular,medium,US,low,,medium,low
4755,working,fall,good,bad,regular,medium,Europe,high,low,low,low
4756,weekend,winter,bad,bad,regular,low,,high,high,medium,low
4757,working,summer,good,good,regular,low,,high,low,low,
4758,weekend,winter,,bad,regular,low,UK,high,low,low,
4759,working,summer,good,good,regular,medium,Europe,,low,low,high
4760,holiday,fall,good,good,regular,medium,US,high,low,low,low
4761,working,fall,good,good,regular,medium,US,low,low,high,high
4762,working,summer,good,good,regular,,Europe,high,low,high,high
4763,working,fall,good,good,regular,medium,Europe,low,high,high,high
4764,weekend,fall,good,good,regular,low,Europe,high,low,high,medium
4765,weekend,summer,good,bad,regular,medium,Europe,low,low,medium,high
4766,working,spring,bad,good,regular,medium,UK,high,low,low,low
4767,working,spring,good,bad,increased,medium,,low,low,low,low
4768,holiday,spring,good,bad,increased,medium,Europe,low,low,medium,high
4769,working,winter,bad,bad,regular,medium,US,low,low,low,
4770,weekend,fall,good,good,regular,medium,Europe,low,low,medium,low
4771,working,fall,good,good,regular,low,US,high,low,medium,medium
4772,weekend,winter,bad,bad,regular,medium,Europe,,low,low,
4773,working,spring,good,good,regular,medium,Europe,high,low,low,low
4774,weekend,summer,good,good,,,UK,high,low,low,
4775,weekend,spring,bad,bad,regular,low,Europe,low,low,low,low
4776,working,summer,good,good,regular,medium,Europe,high,low,high,medium
4777,working,winter,good,good,regular,medium,Europe,low,low,medium,medium
4778,working,spring,bad,bad,regular,medium,UK,low,low,medium,high
4779,holiday,fall,,good,regular,medium,Europe,high,low,low,low
4780,working,spring,,bad,regular,medium,Europe,high,high,high,high
4781,weekend,fall,bad,bad,regular,medium,Europe,low,low,low,low
4782,weekend,summer,good,good,regular,medium,US,high,,low,low
4783,working,fall,bad,bad,increased,low,US,low,low,low,low
4784,working,fall,bad,bad,regular,low,Europe,low,low,low,low
4785,,spring,good,good,regular,medium,UK,high,low,medium,low
4786,weekend,fall,bad,bad,regular,medium,Europe,low,low,low,low
4787,working,spring,,good,increased,medium,UK,low,low,low,low
4788,holiday,,bad,bad,regular,low,,low,low,medium,low
4789,working,fall,good,good,regular,low,Europe,,low,medium,medium
4790,working,spring,good,good,regular,medium,UK,high,,high,high
4791,working,,bad,bad,regular,low,Europe,low,low,low,low
4792,working,summer,good,good,regular,medium,Europe,high,low,low,low
4793,working,spring,,good,,medium,US,,low,low,low
4794,weekend,winter,bad,,regular,medium,US,low,low,medium,high
4795,working,spring,good,good,regular,medium,Europe,low,low,high,high
4796,,winter,bad,bad,regular,medium,US,high,high,medium,low
4797,weekend,summer,good,bad,regular,medium,Europe,high,low,low,low
4798,working,winter,bad,bad,regular,,US,low,low,low,low
4799,working,spring,good,good,regular,,US,high,low,low,low
4800,weekend,summer,good,good,regular,medium,UK,,low,medium,medium
4801,working,fall,bad,bad,increased,medium,Europe,low,low,medium,medium
4802,working,spring,good,good,regular,medium,Europe,high,,low,low
4803,working,fall,good,bad,regular,medium,US,low,low,low,low
4804,working,fall,good,good,regular,medium,Europe,,low,,low
4805,working,,good,good,regular,medium,Europe,low,low,medium,medium
4806,weekend,winter,bad,bad,regular,medium,US,low,low,low,low
4807,working,spring,good,good,regular,medium,Europe,low,low,medium,medium
4808,working,spring,good,good,,medium,US,high,low,low,low
4809,working,fall,good,bad,regular,low,,low,low,,
4810,working,summer,good,good,regular,low,UK,high,low,low,medium
4811,working,winter,bad,bad,regular,low,Europe,low,low,low,medium
4812,working,winter,bad,,regular,,US,low,low,medium,high
4813,working,spring,good,good,regular,medium,US,high,low,medium,high
4814,holiday,summer,good,bad,,medium,,,high,high,high
4815,working,spring,good,good,regular,medium,Europe,low,low,high,medium
4816,working,winter,bad,bad,regular,low,UK,low,low,medium,low
4817,weekend,spring,bad,bad,regular,low,Europe,low,low,medium,medium
4818,working,spring,good,bad,regular,medium,Europe,high,low,medium,low
4819,working,winter,good,,regular,medium,UK,low,low,low,medium
4820,weekend,summer,good,good,regular,medium,Europe,high,low,high,high
4821,working,fall,bad,bad,regular,low,Europe,low,low,low,low
4822,working,summer,good,good,regular,medium,US,high,,medium,low
4823,working,fall,,good,regular,medium,US,high,low,high,medium
4824,working,fall,bad,bad,increased,medium,Europe,low,low,medium,medium
4825,working,fall,bad,bad,regular,low,UK,high,high,medium,high
4826,,summer,bad,bad,regular,medium,Europe,low,low,low,medium
4827,weekend,fall,good,bad,regular,medium,US,low,low,medium,high
4828,working,summer,good,good,regular,medium,Europe,low,low,low,low
4829,working,spring,good,good,regular,medium,Europe,high,low,low,low
4830,working,fall,bad,bad,regular,medium,Europe,low,low,low,medium
4831,weekend,spring,bad,bad,regular,low,UK,low,low,low,low
4832,working,fall,bad,good,regular,low,Europe,low,low,low,
4833,weekend,spring,good,good,regular,medium,Europe,high,low,medium,medium
4834,weekend,winter,bad,,regular,medium,US,low,low,medium,high
4835,holiday,summer,good,good,regular,medium,Europe,high,low,low,low
4836,working,summer,bad,good,increased,medium,US,high,low,medium,medium
4837,weekend,winter,bad,bad,regular,medium,UK,,low,medium,low
4838,working,fall,bad,bad,regular,medium,Europe,low,low,medium,high
4839,weekend,fall,bad,bad,regular,medium,US,high,low,medium,high
4840,weekend,,good,good,regular,medium,Europe,low,low,medium,high
4841,working,summer,good,good,regular,medium,Europe,low,,low,low
4842,working,winter,bad,bad,increased,low,US,low,low,low,low
4843,,summer,good,good,regular,medium,UK,high,low,high,medium
4844,working,summer,bad,bad,regular,medium,US,low,low,medium,high
4845,working,spring,bad,bad,regular,medium,US,low,low,low,low
4846,weekend,summer,bad,bad,regular,,UK,low,,low,low
4847,weekend,,bad,bad,regular,medium,US,low,low,low,medium
4848,working,spring,bad,bad,regular,medium,Europe,low,low,,high
4849,working,winter,bad,bad,regular,medium,Europe,high,low,low,medium
4850,working,winter,bad,bad,regular,medium,US,low,low,,medium
4851,working,winter,bad,,regular,medium,Europe,high,low,low,low
4852,working,,bad,good,regular,low,US,low,low,low,low
4853,working,,good,good,regular,medium,Europe,high,low,medium,low
4854,working,spring,bad,bad,regular,medium,UK,low,low,low,low
4855,weekend,winter,bad,bad,regular,medium,UK,low,low,low,low
4856,weekend,fall,good,good,regular,medium,UK,low,low,medium,medium
4857,working,winter,bad,bad,regular,low,US,low,low,high,high
4858,,fall,bad,bad,regular,low,US,high,low,low,low
4859,holiday,winter,bad,good,regular,medium,Europe,low,low,medium,high
4860,holiday,winter,bad,bad,regular,low,Europe,high,,medium,medium
4861,weekend,fall,bad,bad,regular,medium,US,low,low,low,low
4862,weekend,spring,bad,bad,regular,low,US,low,low,medium,high
4863,holiday,fall,good,,regular,medium,UK,high,low,low,low
4864,working,fall,good,good,regular,medium,UK,low,low,low,low
4865,working,fall,good,good,regular,medium,US,high,low,medium,low
4866,working,spring,bad,bad,regular,low,US,low,,high,medium
4867,working,winter,good,good,regular,medium,UK,low,low,low,medium
4868,working,fall,bad,good,regular,low,UK,,low,low,low
4869,working,winter,bad,bad,regular,medium,US,low,low,low,low
4870,weekend,summer,good,good,regular,medium,Europe,low,low,medium,high
4871,weekend,winter,,bad,regular,low,US,low,low,low,low
4872,weekend,spring,bad,bad,regular,low,Europe,low,low,medium,medium
4873,working,summer,good,good,regular,medium,,low,low,low,medium
4874,working,spring,good,bad,regular,low,,low,low,medium,high
4875,weekend,winter,bad,bad,regular,medium,Europe,low,low,low,medium
4876,working,spring,bad,bad,regular,medium,US,low,low,low,low
4877,working,spring,bad,good,regular,low,UK,high,low,low,high
4878,holiday,fall,bad,good,regular,low,Europe,high,high,high,high
4879,working,spring,bad,good,regular,medium,Europe,low,low,low,low
4880,holiday,fall,bad,bad,regular,low,US,high,low,low,low
4881,working,fall,good,good,regular,medium,US,low,low,medium,high
4882,working,spring,good,good,regular,low,Europe,high,,low,low
4883,weekend,fall,good,good,increased,medium,Europe,low,low,low,low
4884,working,fall,bad,bad,regular,medium,UK,low,low,low,low
4885,,spring,bad,bad,regular,medium,US,low,low,medium,low
4886,weekend,fall,good,good,regular,medium,Europe,low,low,high,medium
